DateKey,FullDateAlternateKey,DayNumberOfWeek,DayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,MonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20220102,1/2/2022,1,Sunday,2,2,2,January,1,1,2022,1,3,2022,2
20220103,1/3/2022,2,Monday,3,3,2,January,1,1,2022,1,3,2022,2
20220104,1/4/2022,3,Tuesday,4,4,2,January,1,1,2022,1,3,2022,2
20220105,1/5/2022,4,Wednesday,5,5,2,January,1,1,2022,1,3,2022,2
20220106,1/6/2022,5,Thursday,6,6,2,January,1,1,2022,1,3,2022,2
20220107,1/7/2022,6,Friday,7,7,2,January,1,1,2022,1,3,2022,2
20220108,1/8/2022,7,Saturday,8,8,2,January,1,1,2022,1,3,2022,2
20220109,1/9/2022,1,Sunday,9,9,3,January,1,1,2022,1,3,2022,2
20220110,1/10/2022,2,Monday,10,10,3,January,1,1,2022,1,3,2022,2
20220111,1/11/2022,3,Tuesday,11,11,3,January,1,1,2022,1,3,2022,2
20220112,1/12/2022,4,Wednesday,12,12,3,January,1,1,2022,1,3,2022,2
20220113,1/13/2022,5,Thursday,13,13,3,January,1,1,2022,1,3,2022,2
20220114,1/14/2022,6,Friday,14,14,3,January,1,1,2022,1,3,2022,2
20220115,1/15/2022,7,Saturday,15,15,3,January,1,1,2022,1,3,2022,2
20220116,1/16/2022,1,Sunday,16,16,4,January,1,1,2022,1,3,2022,2
20220117,1/17/2022,2,Monday,17,17,4,January,1,1,2022,1,3,2022,2
20220118,1/18/2022,3,Tuesday,18,18,4,January,1,1,2022,1,3,2022,2
20220119,1/19/2022,4,Wednesday,19,19,4,January,1,1,2022,1,3,2022,2
20220120,1/20/2022,5,Thursday,20,20,4,January,1,1,2022,1,3,2022,2
20220121,1/21/2022,6,Friday,21,21,4,January,1,1,2022,1,3,2022,2
20220122,1/22/2022,7,Saturday,22,22,4,January,1,1,2022,1,3,2022,2
20220123,1/23/2022,1,Sunday,23,23,5,January,1,1,2022,1,3,2022,2
20220124,1/24/2022,2,Monday,24,24,5,January,1,1,2022,1,3,2022,2
20220125,1/25/2022,3,Tuesday,25,25,5,January,1,1,2022,1,3,2022,2
20220126,1/26/2022,4,Wednesday,26,26,5,January,1,1,2022,1,3,2022,2
20220127,1/27/2022,5,Thursday,27,27,5,January,1,1,2022,1,3,2022,2
20220128,1/28/2022,6,Friday,28,28,5,January,1,1,2022,1,3,2022,2
20220129,1/29/2022,7,Saturday,29,29,5,January,1,1,2022,1,3,2022,2
20220130,1/30/2022,1,Sunday,30,30,6,January,1,1,2022,1,3,2022,2
20220131,1/31/2022,2,Monday,31,31,6,January,1,1,2022,1,3,2022,2
20220201,2/1/2022,3,Tuesday,1,32,6,February,2,1,2022,1,3,2022,2
20220202,2/2/2022,4,Wednesday,2,33,6,February,2,1,2022,1,3,2022,2
20220203,2/3/2022,5,Thursday,3,34,6,February,2,1,2022,1,3,2022,2
20220204,2/4/2022,6,Friday,4,35,6,February,2,1,2022,1,3,2022,2
20220205,2/5/2022,7,Saturday,5,36,6,February,2,1,2022,1,3,2022,2
20220206,2/6/2022,1,Sunday,6,37,7,February,2,1,2022,1,3,2022,2
20220207,2/7/2022,2,Monday,7,38,7,February,2,1,2022,1,3,2022,2
20220208,2/8/2022,3,Tuesday,8,39,7,February,2,1,2022,1,3,2022,2
20220209,2/9/2022,4,Wednesday,9,40,7,February,2,1,2022,1,3,2022,2
20220210,2/10/2022,5,Thursday,10,41,7,February,2,1,2022,1,3,2022,2
20220211,2/11/2022,6,Friday,11,42,7,February,2,1,2022,1,3,2022,2
20220212,2/12/2022,7,Saturday,12,43,7,February,2,1,2022,1,3,2022,2
20220213,2/13/2022,1,Sunday,13,44,8,February,2,1,2022,1,3,2022,2
20220214,2/14/2022,2,Monday,14,45,8,February,2,1,2022,1,3,2022,2
20220215,2/15/2022,3,Tuesday,15,46,8,February,2,1,2022,1,3,2022,2
20220216,2/16/2022,4,Wednesday,16,47,8,February,2,1,2022,1,3,2022,2
20220217,2/17/2022,5,Thursday,17,48,8,February,2,1,2022,1,3,2022,2
20220218,2/18/2022,6,Friday,18,49,8,February,2,1,2022,1,3,2022,2
20220219,2/19/2022,7,Saturday,19,50,8,February,2,1,2022,1,3,2022,2
20220220,2/20/2022,1,Sunday,20,51,9,February,2,1,2022,1,3,2022,2
20220221,2/21/2022,2,Monday,21,52,9,February,2,1,2022,1,3,2022,2
20220222,2/22/2022,3,Tuesday,22,53,9,February,2,1,2022,1,3,2022,2
20220223,2/23/2022,4,Wednesday,23,54,9,February,2,1,2022,1,3,2022,2
20220224,2/24/2022,5,Thursday,24,55,9,February,2,1,2022,1,3,2022,2
20220225,2/25/2022,6,Friday,25,56,9,February,2,1,2022,1,3,2022,2
20220226,2/26/2022,7,Saturday,26,57,9,February,2,1,2022,1,3,2022,2
20220227,2/27/2022,1,Sunday,27,58,10,February,2,1,2022,1,3,2022,2
20220228,2/28/2022,2,Monday,28,59,10,February,2,1,2022,1,3,2022,2
20220301,3/1/2022,3,Tuesday,1,60,10,March,3,1,2022,1,3,2022,2
20220302,3/2/2022,4,Wednesday,2,61,10,March,3,1,2022,1,3,2022,2
20220303,3/3/2022,5,Thursday,3,62,10,March,3,1,2022,1,3,2022,2
20220304,3/4/2022,6,Friday,4,63,10,March,3,1,2022,1,3,2022,2
20220305,3/5/2022,7,Saturday,5,64,10,March,3,1,2022,1,3,2022,2
20220306,3/6/2022,1,Sunday,6,65,11,March,3,1,2022,1,3,2022,2
20220307,3/7/2022,2,Monday,7,66,11,March,3,1,2022,1,3,2022,2
20220308,3/8/2022,3,Tuesday,8,67,11,March,3,1,2022,1,3,2022,2
20220309,3/9/2022,4,Wednesday,9,68,11,March,3,1,2022,1,3,2022,2
20220310,3/10/2022,5,Thursday,10,69,11,March,3,1,2022,1,3,2022,2
20220311,3/11/2022,6,Friday,11,70,11,March,3,1,2022,1,3,2022,2
20220312,3/12/2022,7,Saturday,12,71,11,March,3,1,2022,1,3,2022,2
20220313,3/13/2022,1,Sunday,13,72,12,March,3,1,2022,1,3,2022,2
20220314,3/14/2022,2,Monday,14,73,12,March,3,1,2022,1,3,2022,2
20220315,3/15/2022,3,Tuesday,15,74,12,March,3,1,2022,1,3,2022,2
20220316,3/16/2022,4,Wednesday,16,75,12,March,3,1,2022,1,3,2022,2
20220317,3/17/2022,5,Thursday,17,76,12,March,3,1,2022,1,3,2022,2
20220318,3/18/2022,6,Friday,18,77,12,March,3,1,2022,1,3,2022,2
20220319,3/19/2022,7,Saturday,19,78,12,March,3,1,2022,1,3,2022,2
20220320,3/20/2022,1,Sunday,20,79,13,March,3,1,2022,1,3,2022,2
20220321,3/21/2022,2,Monday,21,80,13,March,3,1,2022,1,3,2022,2
20220322,3/22/2022,3,Tuesday,22,81,13,March,3,1,2022,1,3,2022,2
20220323,3/23/2022,4,Wednesday,23,82,13,March,3,1,2022,1,3,2022,2
20220324,3/24/2022,5,Thursday,24,83,13,March,3,1,2022,1,3,2022,2
20220325,3/25/2022,6,Friday,25,84,13,March,3,1,2022,1,3,2022,2
20220326,3/26/2022,7,Saturday,26,85,13,March,3,1,2022,1,3,2022,2
20220327,3/27/2022,1,Sunday,27,86,14,March,3,1,2022,1,3,2022,2
20220328,3/28/2022,2,Monday,28,87,14,March,3,1,2022,1,3,2022,2
20220329,3/29/2022,3,Tuesday,29,88,14,March,3,1,2022,1,3,2022,2
20220330,3/30/2022,4,Wednesday,30,89,14,March,3,1,2022,1,3,2022,2
20220331,3/31/2022,5,Thursday,31,90,14,March,3,1,2022,1,3,2022,2
20220401,4/1/2022,6,Friday,1,91,14,April,4,2,2022,1,4,2022,2
20220402,4/2/2022,7,Saturday,2,92,14,April,4,2,2022,1,4,2022,2
20220403,4/3/2022,1,Sunday,3,93,15,April,4,2,2022,1,4,2022,2
20220404,4/4/2022,2,Monday,4,94,15,April,4,2,2022,1,4,2022,2
20220405,4/5/2022,3,Tuesday,5,95,15,April,4,2,2022,1,4,2022,2
20220406,4/6/2022,4,Wednesday,6,96,15,April,4,2,2022,1,4,2022,2
20220407,4/7/2022,5,Thursday,7,97,15,April,4,2,2022,1,4,2022,2
20220408,4/8/2022,6,Friday,8,98,15,April,4,2,2022,1,4,2022,2
20220409,4/9/2022,7,Saturday,9,99,15,April,4,2,2022,1,4,2022,2
20220410,4/10/2022,1,Sunday,10,100,16,April,4,2,2022,1,4,2022,2
20220411,4/11/2022,2,Monday,11,101,16,April,4,2,2022,1,4,2022,2
20220412,4/12/2022,3,Tuesday,12,102,16,April,4,2,2022,1,4,2022,2
20220413,4/13/2022,4,Wednesday,13,103,16,April,4,2,2022,1,4,2022,2
20220414,4/14/2022,5,Thursday,14,104,16,April,4,2,2022,1,4,2022,2
20220415,4/15/2022,6,Friday,15,105,16,April,4,2,2022,1,4,2022,2
20220416,4/16/2022,7,Saturday,16,106,16,April,4,2,2022,1,4,2022,2
20220417,4/17/2022,1,Sunday,17,107,17,April,4,2,2022,1,4,2022,2
20220418,4/18/2022,2,Monday,18,108,17,April,4,2,2022,1,4,2022,2
20220419,4/19/2022,3,Tuesday,19,109,17,April,4,2,2022,1,4,2022,2
20220420,4/20/2022,4,Wednesday,20,110,17,April,4,2,2022,1,4,2022,2
20220421,4/21/2022,5,Thursday,21,111,17,April,4,2,2022,1,4,2022,2
20220422,4/22/2022,6,Friday,22,112,17,April,4,2,2022,1,4,2022,2
20220423,4/23/2022,7,Saturday,23,113,17,April,4,2,2022,1,4,2022,2
20220424,4/24/2022,1,Sunday,24,114,18,April,4,2,2022,1,4,2022,2
20220425,4/25/2022,2,Monday,25,115,18,April,4,2,2022,1,4,2022,2
20220426,4/26/2022,3,Tuesday,26,116,18,April,4,2,2022,1,4,2022,2
20220427,4/27/2022,4,Wednesday,27,117,18,April,4,2,2022,1,4,2022,2
20220428,4/28/2022,5,Thursday,28,118,18,April,4,2,2022,1,4,2022,2
20220429,4/29/2022,6,Friday,29,119,18,April,4,2,2022,1,4,2022,2
20220430,4/30/2022,7,Saturday,30,120,18,April,4,2,2022,1,4,2022,2
20220501,5/1/2022,1,Sunday,1,121,19,May,5,2,2022,1,4,2022,2
20220502,5/2/2022,2,Monday,2,122,19,May,5,2,2022,1,4,2022,2
20220503,5/3/2022,3,Tuesday,3,123,19,May,5,2,2022,1,4,2022,2
20220504,5/4/2022,4,Wednesday,4,124,19,May,5,2,2022,1,4,2022,2
20220505,5/5/2022,5,Thursday,5,125,19,May,5,2,2022,1,4,2022,2
20220506,5/6/2022,6,Friday,6,126,19,May,5,2,2022,1,4,2022,2
20220507,5/7/2022,7,Saturday,7,127,19,May,5,2,2022,1,4,2022,2
20220508,5/8/2022,1,Sunday,8,128,20,May,5,2,2022,1,4,2022,2
20220509,5/9/2022,2,Monday,9,129,20,May,5,2,2022,1,4,2022,2
20220510,5/10/2022,3,Tuesday,10,130,20,May,5,2,2022,1,4,2022,2
20220511,5/11/2022,4,Wednesday,11,131,20,May,5,2,2022,1,4,2022,2
20220512,5/12/2022,5,Thursday,12,132,20,May,5,2,2022,1,4,2022,2
20220513,5/13/2022,6,Friday,13,133,20,May,5,2,2022,1,4,2022,2
20220514,5/14/2022,7,Saturday,14,134,20,May,5,2,2022,1,4,2022,2
20220515,5/15/2022,1,Sunday,15,135,21,May,5,2,2022,1,4,2022,2
20220516,5/16/2022,2,Monday,16,136,21,May,5,2,2022,1,4,2022,2
20220517,5/17/2022,3,Tuesday,17,137,21,May,5,2,2022,1,4,2022,2
20220518,5/18/2022,4,Wednesday,18,138,21,May,5,2,2022,1,4,2022,2
20220519,5/19/2022,5,Thursday,19,139,21,May,5,2,2022,1,4,2022,2
20220520,5/20/2022,6,Friday,20,140,21,May,5,2,2022,1,4,2022,2
20220521,5/21/2022,7,Saturday,21,141,21,May,5,2,2022,1,4,2022,2
20220522,5/22/2022,1,Sunday,22,142,22,May,5,2,2022,1,4,2022,2
20220523,5/23/2022,2,Monday,23,143,22,May,5,2,2022,1,4,2022,2
20220524,5/24/2022,3,Tuesday,24,144,22,May,5,2,2022,1,4,2022,2
20220525,5/25/2022,4,Wednesday,25,145,22,May,5,2,2022,1,4,2022,2
20220526,5/26/2022,5,Thursday,26,146,22,May,5,2,2022,1,4,2022,2
20220527,5/27/2022,6,Friday,27,147,22,May,5,2,2022,1,4,2022,2
20220528,5/28/2022,7,Saturday,28,148,22,May,5,2,2022,1,4,2022,2
20220529,5/29/2022,1,Sunday,29,149,23,May,5,2,2022,1,4,2022,2
20220530,5/30/2022,2,Monday,30,150,23,May,5,2,2022,1,4,2022,2
20220531,5/31/2022,3,Tuesday,31,151,23,May,5,2,2022,1,4,2022,2
20220601,6/1/2022,4,Wednesday,1,152,23,June,6,2,2022,1,4,2022,2
20220602,6/2/2022,5,Thursday,2,153,23,June,6,2,2022,1,4,2022,2
20220603,6/3/2022,6,Friday,3,154,23,June,6,2,2022,1,4,2022,2
20220604,6/4/2022,7,Saturday,4,155,23,June,6,2,2022,1,4,2022,2
20220605,6/5/2022,1,Sunday,5,156,24,June,6,2,2022,1,4,2022,2
20220606,6/6/2022,2,Monday,6,157,24,June,6,2,2022,1,4,2022,2
20220607,6/7/2022,3,Tuesday,7,158,24,June,6,2,2022,1,4,2022,2
20220608,6/8/2022,4,Wednesday,8,159,24,June,6,2,2022,1,4,2022,2
20220609,6/9/2022,5,Thursday,9,160,24,June,6,2,2022,1,4,2022,2
20220610,6/10/2022,6,Friday,10,161,24,June,6,2,2022,1,4,2022,2
20220611,6/11/2022,7,Saturday,11,162,24,June,6,2,2022,1,4,2022,2
20220612,6/12/2022,1,Sunday,12,163,25,June,6,2,2022,1,4,2022,2
20220613,6/13/2022,2,Monday,13,164,25,June,6,2,2022,1,4,2022,2
20220614,6/14/2022,3,Tuesday,14,165,25,June,6,2,2022,1,4,2022,2
20220615,6/15/2022,4,Wednesday,15,166,25,June,6,2,2022,1,4,2022,2
20220616,6/16/2022,5,Thursday,16,167,25,June,6,2,2022,1,4,2022,2
20220617,6/17/2022,6,Friday,17,168,25,June,6,2,2022,1,4,2022,2
20220618,6/18/2022,7,Saturday,18,169,25,June,6,2,2022,1,4,2022,2
20220619,6/19/2022,1,Sunday,19,170,26,June,6,2,2022,1,4,2022,2
20220620,6/20/2022,2,Monday,20,171,26,June,6,2,2022,1,4,2022,2
20220621,6/21/2022,3,Tuesday,21,172,26,June,6,2,2022,1,4,2022,2
20220622,6/22/2022,4,Wednesday,22,173,26,June,6,2,2022,1,4,2022,2
20220623,6/23/2022,5,Thursday,23,174,26,June,6,2,2022,1,4,2022,2
20220624,6/24/2022,6,Friday,24,175,26,June,6,2,2022,1,4,2022,2
20220625,6/25/2022,7,Saturday,25,176,26,June,6,2,2022,1,4,2022,2
20220626,6/26/2022,1,Sunday,26,177,27,June,6,2,2022,1,4,2022,2
20220627,6/27/2022,2,Monday,27,178,27,June,6,2,2022,1,4,2022,2
20220628,6/28/2022,3,Tuesday,28,179,27,June,6,2,2022,1,4,2022,2
20220629,6/29/2022,4,Wednesday,29,180,27,June,6,2,2022,1,4,2022,2
20220630,6/30/2022,5,Thursday,30,181,27,June,6,2,2022,1,4,2022,2
